likes_list,Comments_list,Caption_list,hashtags_list,date_list,url_list
292,5,"SAVE THE DATE FOR #GVSUSPRINGCONCERT2023! 

Make sure you turn on our notifications because hints are dropping sometime soon!📲🤯

As a reminder, a live spring concert reveal takes place this Wednesday at GV’s Got Talent. You don’t want to miss it! 

Website: gvsu.edu/cab/springconcert",['gvsuspringconcert2023'],2023-03-13 15:10:49,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/335507262_1047976506589105_4196195636205177844_n.jpg?se=7&stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=XO2PlBYlo0kAX9RnqAx&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzA1NzY0OTUyNTYxMTI2Mzk1NQ%3D%3D.2-ccb7-5&oh=00_AfCLfCJwtxF-Pe7kRPGoAw7uBsyKPRqNGPpqMkagdxBC9A&oe=64321EE1&_nc_sid=8fd12b
144,0,"The stage is set . . . who will be the GV’s Got Talent 2023 winner? Join us THIS Wednesday, March 15 at 7 p.m. in the Grand River Room for GV’s Got Talent. The winning act gets to perform at the spring concert. Come cheer on your favorite acts and stay for the 2023 spring concert artist reveal. See you on Wednesday!🤩#GVSUSpringConcert2023 #GVSUCAB","['gvsuspringconcert2023', 'gvsucab']",2023-03-12 17:10:56,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/334809356_232420809170768_7715914083580240569_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Yf6tBwAoZzAAX92aoar&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzA1Njk4NTIwODk2ODMxODc4Ng%3D%3D.2-ccb7-5&oh=00_AfDBZ-TED7ctjxIsv7VhmLJjNcqrbofW0INzfRXKteu1eg&oe=6432867B&_nc_sid=8fd12b
759,29,"04/01/2023 #GVSUSpringConcert2023 #SaveTheDate #GVSUCAB 

More information coming after spring break!👀","['gvsuspringconcert2023', 'savethedate', 'gvsucab']",2023-03-01 16:00:15,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/333955632_159287389899129_471111634452583398_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=mjMS7eyX2jYAX9Jns5N&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCGwwLWdaGtSjqtUpdnjEeoZL9W_7zzbRzi2Ge6i-ivtA&oe=6432ED36&_nc_sid=86f79a
69,1,"Still want to audition for GV’s Got Talent? Want to paint a mug? Come to CAB’s Coffee House this Wednesday!💙☕️

Mug Painting is first come, first serve. Please note, RSVPing on LakerLink does not reserve you a mug — it serves as a reminder. 

🗓️: Wednesday, March 1
⏰: 7 — 9 p.m.
📍: Kirkhof Center 0058",[],2023-02-27 14:41:04,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/333522258_950720052615118_1738398864367268636_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=vWihqsFybDsAX8XyiQh&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCwUsBp1hwT9SgDVMEB0JNp05f2BZ_l8JPubMUVtOZFrA&oe=643284F2&_nc_sid=86f79a
212,3,@trentjamesmagic fan club!🦕⚓️⬆️,[],2023-02-18 13:58:12,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/331809104_2556359261194530_2243643807258062955_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=J8HkGOs3ESQAX8CjmVw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDKUW5D6j5Y2JRiBhIJ1cjJu6v5ret7T-ePgJTZyU0J3g&oe=643332E1&_nc_sid=86f79a
151,1,"GV’s Got Talent is back & this year it is bigger and better!🎤💃⚓️⬆️

Join us on Wednesday, March 15 at 7 p.m. in the Grand River Room, KC 2250 for one of the biggest talent shows on campus! Interested in performing? See information below.

AUDITION INFORMATION:

Dates:
🔹Sunday, February 26 from 10 a.m. – 5 p.m.
🔹Monday, February 27 from 12 – 3 p.m.
 
Provided Equipment:
🔹Two microphones, laptop, surround sound, and an XLR cable
 
Rules and Regulations:
🔹Performances can be any category – singing, dancing, poetry, magic, comedy, DJing, etc.
🔹Performances cannot exceed 5 minutes
🔹Performances cannot contain hate speech, racial slurs, or derogatory language
🔹The stage dimensions are 24x16 feet
🔹Group performances are welcome but note that prize amount is per act, not per person
 
Prizes:
🔹First-place: Perform as the opener for the Spring Concert headliner (April 1) & earn a $200 academic scholarship
🔹Second-place: Earn a $100 academic scholarship
🔹Third-place: Earn a $50 academic scholarship
**Please note, prizes are per act, not per person**

Signups:
🔹Link in bio

Everyone who auditions will be notified by Friday, March 3 whether or not they were chosen to perform at GV's Got Talent on March 15.

DM or email us at cab@gvsu.edu with any questions!",[],2023-02-17 12:26:59,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/331164941_734850018355735_4035245143871888090_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=kiecVl3LHLkAX-L53Xf&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCr253oesYXInkOiLSvBSoAKprWqOSlR2rY2jC81VLvqw&oe=6433E925&_nc_sid=86f79a
329,0,"Sibs & Kids Welcome Party recap!📸🦕💙⚓️⬆️

Thank you @phillygvpres and Dr. Hall-Jones for coming to the Welcome Party. We had a blast!

We will be posting Sibs & Kids pictures over the next couple days. To access photos, head to the link in our bio or gvsu.edu/sibsandkids.

📸: @gvsu & @promotionsoffice",[],2023-02-16 14:09:29,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/331720333_217480690848480_1577389732863183073_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=CvFvV9B8BMkAX8SIobI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB4vWEmy1CSz-Q6q3GWhtRpbOqhfoo4xQMPwkLsLtSlaQ&oe=64338C8B&_nc_sid=86f79a
344,0,💚🤍,[],2023-02-14 14:34:31,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/330721060_723757819189352_7823483341867738270_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=oG-dDS3UtuAAX_nHWAf&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAHrqs0SVsEBBZNHgM5qbmvGhEXOsHCqlwK6-a6dZgaWw&oe=6433D1E2&_nc_sid=86f79a
497,8,Presidents’ Ball on film!📸💙,[],2023-02-13 19:15:08,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/330628030_659832235915263_3597982453164000318_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=iVjGtbQKJ70AX_WBcLE&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCtWKtmu1Gp6RoX28joIzn2dPIeY7EUOZTgd9wlSlbdNg&oe=6433951C&_nc_sid=86f79a
276,1,"Stuff-A-Stuff is back this Valentine’s day!🧸💕

Make yourself a best friend this Tuesday, February 14 at 11 a.m. in the Kirkhof Center Lobby. Please note there are only 100 stuffed animals  for adoption and it’s first come, first served. Only one stuffed animal per person — you must be in attendance to adopt an animal. Each animal comes with a fiber pack and a customized CAB t-shirt.

This years animals include: mammoth, octopus, sea turtle, giraffe, rhino, sloth, llama, goat, and t-rex.

DM or email us at cab@gvsu.edu with questions.",[],2023-02-12 17:30:08,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/330371712_1341884626588746_9158597529066186650_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=izt7nE3yrLQAX__y5jB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC-soUbvOuB26xWrypDHN865nK3Ly02fuCMik6yYEze5A&oe=6432780C&_nc_sid=86f79a
188,5,"Ready for a dino-mite weekend? Join us for Sibs & Kids Weekend 2023!🦕⚓️⬆️

Registration closes Friday, February 10 at 7p.m. All registration must be completed online — $5 per sibling or kid. All GVSU students, staff, or faculty’s sibling(s) or kid(s) must wear the Sibs & Kids wristband ALL weekend to allow entry into events. Please note not all Sibs & Kids events are free. See gvsu.edu/sibsandkids for more information!

Note: GVSU students without a sibling or kid are welcomed to attend Sibs & Kids events.

Please DM or email us at cab@gvsu.edu with any questions.",[],2023-02-08 15:26:57,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/329343623_205584245358697_388319682405223673_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=5UkzCSHcBjQAX9iTzHI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD4v4FvhohMijQ5Y8t1RKYsYEe6jvvh7mHeo8YNmjBvJg&oe=6433B899&_nc_sid=86f79a
199,4,"Still think about this night!!💙✨ #GVSUPresBall

📸: @promotionsoffice",['gvsupresball'],2023-02-07 21:51:15,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/329252673_653035746825353_7971919691012312654_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=oc5JKmTx2NwAX-jjsmB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA3VAbP_IR118SrV4Exei-QnAbDHouWT2k7QA9rnRNtcA&oe=642FFF6A&_nc_sid=86f79a
238,2,"Presidents’ Ball pictures now available at gvsu.edu/presidentsball or the link in our bio! Be sure to tag @gvsucab, @gvsustudentlife, and @promotionsoffice office in your social media posts!💙✨",[],2023-02-01 00:49:39,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/328164037_1400627437410894_7325117132942671452_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Oxkqu9mRM3UAX8dlwms&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBC2WXFdFf7WJuEREF-n8Ai6CZY32UxFn7IUjqR_YTXeg&oe=642FB594&_nc_sid=86f79a
242,6,"It’s Harry Styles’ Birthday this week 🥳 & what better way to celebrate it than with #GVSUCAB 💙

🗓️Wednesday, February 1
⏰7— 9 p.m. 
📍Kirkhof Center 2263

DM or email us at cab@gvsu.edu with any questions!",['gvsucab'],2023-01-30 22:25:43,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/327907348_206318235255240_5862012230522625743_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=eLGGb0yxF8AAX-OAtW5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCZjgvQVN-t19f3B4gO__naG-NsOg9DaowdCZ81HWDTVA&oe=64326264&_nc_sid=86f79a
943,8,"We had a unforgettable night at Presidents’ Ball 2023!💙✨ 

Note: Photo booth pictures will be available on the Presidents’ Ball website in the upcoming days.

📸: @promotionsoffice",[],2023-01-28 20:50:20,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/327822228_700551341517824_6157594994868060392_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=B2lwEJ4vCiUAX9EbcO-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDU1TK7eX3k0q0RbIgAQ51n1Sa4LcCZmqWNFd_exfCX-A&oe=6432752B&_nc_sid=86f79a
363,2,"PRESIDENTS’ BALL IS TOMORROW!💙✨

We are so excited to see everyone tomorrow! Please review all the information in this post or go to gvsu.edu/presidentsball to learn all the necessary information for the event! :)",[],2023-01-26 16:47:33,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/327330061_750586846408883_1062511290405958980_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=fOJnTN_5UBYAX_UxaSa&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDVw2RsmdhYhfOAruLQtiajS_DLoTlU7G9ZxLQsydlIHA&oe=6433E714&_nc_sid=86f79a
285,0,"Presidents’ Ball early bird pricing ends this Friday, January 20‼️

TICKETS:

Pricing:
On or Before January 20
🔹Dance Only: $20
🔹Dinner & Dance: $40

After January 20
🔹Dance Only: $20
🔹Dinner & Dance: $45

Ticket Details:
🔹Tickets are only available to purchase online - no tickets will be sold at the door. Ticket sales close Friday, January 27 at 5 p.m.
🔹Each GVSU student, faculty, or staff may purchase two tickets. Non-GVSU students, faculty, or staff can attend as guest.
🔹All attendees must bring a valid ID
🔹Dinner is a first-come first-serve basis (limited tickets); dance is open to all
🔹Once ticket is purchased no refunds will be issued except in the event of cancelation of Presidents' Ball

Link:
gvsu.edu/presidentsball",[],2023-01-19 15:34:03,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/325862006_472992858374340_8901732643814412192_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=sHELCANSYVwAX843s-D&edm=APU89FABAAAA&ccb=7-5&oh=00_AfADsyMASEx3PcZHln-dxP6VrCNBT0NqdzFmbA9jpskX7g&oe=6432AC10&_nc_sid=86f79a
118,1,"Interested in getting involved with CAB? CAB meets every Tuesday from 9:15 — 10:15 p.m. in Kirkhof Center 0008. Everyone is welcomed — you can join at any point of the semester. Our first meeting of the semester kicks off tonight. See you there!💙⚓️⬆️ #GVSUCAB 

Dm or email us at cab@gvsu.edu with any questions!",['gvsucab'],2023-01-17 14:04:06,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/325666024_127501963314540_240433068083472351_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=lV78Yla3JUQAX8LxOAI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBNLhj73TLkeO6KOANglQaGGQQS8Lc3hVWUkxkC--OSDw&oe=64329A14&_nc_sid=86f79a
251,12,"Please join President Philomena Mantella, Student Body President Faith Kidd, and the rest of the Grand Valley community as we make up for lost time at Presidents’ Ball 2023!💙✨

To purchase ticket(s) and to learn more information, go to gvsu.edu/presidentsball or to the link in our bio! 

Please DM or email us at cab@gvsu.edu with any questions.

🗓️Friday, January 27
⏰Dinner: 6:30 p.m. | Dance: 8:30 p.m.
📍DeVos Place",[],2023-01-13 14:25:15,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/325252811_6346008955426827_5963674538690608229_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=mguGjISt5wwAX88q_SP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBb1n43ISC6IxGsVt8t4sw8OBmikoqOgr5UU6UbEv3wqg&oe=642FC5B8&_nc_sid=86f79a
285,2,"Sibs & Kids Weekend 2023 registration is NOW LIVE!💙🦕

To access the registration link, search gvsu.edu/sibsandkids or head to the link in our bio! #GVSUCAB #GVSUSibsAndKids","['gvsucab', 'gvsusibsandkids']",2022-12-19 22:02:21,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/320505802_207450878422947_4317198062660428803_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=aOb9u9wE9cYAX_7m-Ue&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAUJe82UPeUH29lEq7-HX3BASb7wt1PAdMzZJDhowVVUQ&oe=64325AD2&_nc_sid=86f79a
275,4,"Lakers, as you head home for winter break do not forget to bring back your formalwear for Presidents’ Ball 2023!💙✨ #GVPresidentsBall #GVSUCAB","['gvpresidentsball', 'gvsucab']",2022-12-13 19:25:49,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/319419240_154745570638172_518565148833172585_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=v_gwLuwX04AAX_x0vKH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDGwBgmeCOCd4xJINFAGIjMCNuMfoCzavH4GG_M0mEaUg&oe=642F7B70&_nc_sid=86f79a
